deg,Nan_last,Max_last,Nan_full,Max_full
1091,,,0.00895293,0.195038
1091.5,,,0.00656908,0.189314
1092,,,0.00457344,0.185308
1092.5,,,0.00229882,0.178468
1093,,,0.00129557,0.175461
1093.5,,,-0.00166296,0.167881
1094,,,-0.00202896,0.165543
1094.5,,,-0.00492351,0.158409
1095,,,-0.00500633,0.15479
1095.5,,,-0.0074114,0.149318
1096,,,-0.00816889,0.144714
1096.5,,,-0.00972952,0.140271
1097,,,-0.0109483,0.134754
1097.5,,,-0.0114086,0.131794
1098,,,-0.0133813,0.125055
1098.5,,,-0.0123483,0.122977
1099,,,-0.014648,0.116164
1099.5,,,-0.0137996,0.113999
1100,,,-0.0158316,0.108236
1100.5,,,-0.0152868,0.10486
1101,,,-0.0158871,0.10079
1101.5,,,-0.0164531,0.0955981
1102,,,-0.0153117,0.0934226
1102.5,,,-0.0172703,0.0870255
1103,,,-0.0157998,0.0860697
1103.5,,,-0.0165492,0.0796663
1104,,,-0.0150231,0.0785945
1104.5,,,-0.0167898,0.0732781
1105,,,-0.0145239,0.0706027
1105.5,,,-0.0144255,0.0673547
1106,,,-0.0144169,0.0634727
1106.5,,,-0.0126844,0.0611198
1107,,,-0.0128265,0.0568066
1107.5,,,-0.0105868,0.0559243
1108,,,-0.0109339,0.050366
1108.5,,,-0.00808804,0.0500695
1109,,,-0.00845509,0.0453976
1109.5,,,-0.00576678,0.0444982
1110,,,-0.00507496,0.0415101
1110.5,,,-0.00311657,0.0387376
1111,,,-0.00130773,0.037134
1111.5,,,-0.000569636,0.0341655
1112,,,0.00273708,0.0338913
1112.5,,,0.0034699,0.0296818
1113,,,0.0069445,0.0303429
1113.5,,,0.00759076,0.0262617
1114,,,0.0111389,0.0266083
1114.5,,,0.0124357,0.0239026
1115,,,0.015312,0.0235788
1115.5,,,0.0177565,0.0220303
1116,,,0.0196454,0.0207891
1116.5,,,0.0232184,0.0206007
1117,,,0.0251401,0.0186873
1117.5,,,0.029416,0.0199299
1118,,,0.0306996,0.017132
1118.5,,,0.035021,0.0191242
1119,,,0.0371483,0.0168288
1119.5,,,0.0409043,0.0182589
1120,,,0.0437633,0.0172136
1120.5,,,0.0467572,0.0178556
1121,,,0.0508796,0.0184263
1121.5,,,0.0529438,0.0179294
1122,,,0.0581022,0.0200436
1122.5,,,0.0599353,0.018686
1123,,,0.0649392,0.0217893
1123.5,,,0.0673797,0.0205933
1124,,,0.0719228,0.023348
1124.5,,,0.0751332,0.0234979
1125,,,0.0788004,0.0253641
1125.5,,,0.0831126,0.0269072
1126,,,0.0863995,0.0276147
1126.5,,,0.0913604,0.030985
1127,,,0.0941052,0.0309044
1127.5,,,0.0995666,0.0348121
1128,,,0.102432,0.0349548
1128.5,,,0.107694,0.0386135
1129,,,0.111392,0.0399282
1129.5,,,0.115839,0.0427751
1130,,,0.120569,0.0455171
1130.5,,,0.124137,0.0472495
1131,,,0.129516,0.0511911
1131.5,,,0.133278,0.052517
1132,,,0.139136,0.0576822
1132.5,,,0.142355,0.0584884
1133,,,0.148179,0.0636245
1133.5,,,0.152307,0.0657966
1134,,,0.157605,0.0700413
1134.5,,,0.162488,0.0730704
1135,,,0.166946,0.076213
1135.5,,,0.172795,0.0814836
1136,,,0.176672,0.0834537
1136.5,,,0.183069,0.0895983
1137,,,0.186973,0.0916577
1137.5,,,0.193131,0.0976166
1138,,,0.198062,0.0998246
1138.5,,,0.203516,0.10566
1139,,,0.208927,0.109528
1139.5,,,0.21404,0.113963
1140,,,0.220072,0.119295
1140.5,,,0.224654,0.122843
1141,,,0.231346,0.129
1141.5,,,0.236145,0.132042
1142,,,0.242597,0.138885
1142.5,,,0.247566,0.142204
1143,,,0.253791,0.148452
1143.5,,,0.259634,0.153032
1144,,,0.264986,0.158236
1144.5,,,0.271473,0.164074
1145,,,0.276533,0.167886
1145.5,,,0.28328,0.17516
1146,,,0.288421,0.178336
1146.5,,,0.295638,0.185971
1147,,,0.300584,0.189548
1147.5,,,0.307072,0.196599
1148,,,0.312984,0.200962
1148.5,,,0.318777,0.206871
1149,,,0.325285,0.213155
1149.5,,,0.330649,0.217446
1150,,,0.33744,0.224639
1150.5,,,0.342619,0.228566
1151,,,0.349186,0.236032
1151.5,,,0.354583,0.239947
1152,,,0.360922,0.247317
1152.5,,,0.366692,0.251894
1153,,,0.372598,0.258157
1153.5,,,0.378869,0.264017
1154,,,0.383809,0.269219
1154.5,,,0.390663,0.275999
1155,,,0.395451,0.280212
1155.5,,,0.401735,0.287627
1156,,,0.407041,0.291878
1156.5,,,0.412957,0.299023
1157,,,0.418302,0.303946
1157.5,,,0.423766,0.309957
1158,,,0.429824,0.316179
1158.5,,,0.434126,0.321044
1159,,,0.440468,0.327867
1159.5,,,0.444913,0.332106
1160,,,0.450887,0.3394
1160.5,,,0.455428,0.343578
1161,,,0.460857,0.350759
1161.5,,,0.465666,0.355459
1162,,,0.470425,0.361177
1162.5,,,0.475951,0.367237
1163,,,0.48003,0.372159
1163.5,,,0.485546,0.378663
1164,,,0.489263,0.383189
1164.5,,,0.494493,0.38953
1165,,,0.498602,0.394125
1165.5,,,0.503292,0.400372
1166,,,0.507553,0.405259
1166.5,,,0.511526,0.410824
1167,,,0.516199,0.416195
1167.5,,,0.519307,0.420768
1168,,,0.524192,0.426993
1168.5,,,0.527375,0.431272
1169,,,0.531698,0.437739
1169.5,,,0.534965,0.441872
1170,,,0.538709,0.44761
1170.5,,,0.542151,0.452366
1171,,,0.545202,0.457943
1171.5,,,0.549121,0.463362
1172,,,0.551382,0.4679
1172.5,,,0.555263,0.473586
1173,,,0.557388,0.47793
1173.5,,,0.560873,0.484075
1174,,,0.563153,0.488308
1174.5,,,0.56615,0.494291
1175,,,0.568438,0.498751
1175.5,,,0.570624,0.504198
1176,,,0.573515,0.50946
1176.5,,,0.574918,0.513866
1177,,,0.578059,0.51972
1177.5,,,0.57892,0.523752
1178,,,0.581934,0.529801
1178.5,,,0.583141,0.534061
1179,,,0.585226,0.539415
1179.5,,,0.586811,0.543812
1180,,,0.588363,0.549017
1180.5,,,0.59037,0.553965
1181,,,0.59125,0.558317
1181.5,,,0.593664,0.563606
1182,,,0.593771,0.567721
1182.5,,,0.596046,0.573102
1183,,,0.596328,0.57694
1183.5,,,0.597843,0.581934
1184,,,0.598696,0.585914
1184.5,,,0.599499,0.590968
1185,,,0.600627,0.595206
1185.5,,,0.600702,0.599083
1186,,,0.601922,0.603699
1186.5,,,0.601579,0.607397
1187,,,0.602659,0.612264
1187.5,,,0.602239,0.615338
1188,,,0.602752,0.61992
1188.5,,,0.602431,0.623064
1189,,,0.60229,0.627534
1189.5,,,0.602182,0.630805
1190,,,0.601228,0.634236
1190.5,,,0.601623,0.63826
1191,,,0.599768,0.640732
1191.5,,,0.59995,0.644725
1192,,,0.598154,0.647101
1192.5,,,0.597914,0.650993
1193,,,0.596039,0.653058
1193.5,,,0.594994,0.656145
1194,,,0.59347,0.658705
1194.5,,,0.591693,0.660883
1195,,,0.590746,0.663925
1195.5,,,0.58781,0.665005
1196,,,0.586801,0.667921
1196.5,,,0.583714,0.669155
1197,,,0.582454,0.671888
1197.5,,,0.579098,0.672444
1198,,,0.577568,0.674441
1198.5,,,0.574529,0.675369
1199,,,0.571893,0.676638
1199.5,,,0.569741,0.677748
1200,,,0.566042,0.678203
1200.5,,,0.564419,0.679654
1201,,,0.56017,0.679094
1201.5,,,0.558342,0.680473
1202,,,0.554221,0.6796
1202.5,,,0.552129,0.680207
1203,,,0.547902,0.679397
1203.5,,,0.544867,0.679232
1204,,,0.541695,0.678941
1204.5,,,0.537467,0.677936
1205,,,0.534656,0.677568
1205.5,,,0.529957,0.675574
1206,,,0.527334,0.676063
1206.5,,,0.522464,0.673775
1207,,,0.519742,0.673643
1207.5,,,0.514397,0.671751
1208,,,0.511042,0.671315
1208.5,,,0.506775,0.670078
1209,,,0.502057,0.669291
1209.5,,,0.498253,0.668142
1210,,,0.492935,0.666215
1210.5,,,0.48965,0.665243
1211,,,0.483715,0.662228
1211.5,,,0.480428,0.662019
1212,,,0.474567,0.658927
1212.5,,,0.470639,0.65778
1213,,,0.465474,0.655197
1213.5,,,0.460302,0.653144
1214,,,0.456082,0.650731
1214.5,,,0.45024,0.647851
1215,,,0.446217,0.646429
1215.5,,,0.439753,0.642165
1216,,,0.435854,0.640836
1216.5,,,0.429455,0.636838
1217,,,0.425719,0.63487
1217.5,,,0.419572,0.631065
1218,,,0.414556,0.628063
1218.5,,,0.409343,0.625079
1219,,,0.403816,0.621142
1219.5,,,0.399231,0.618107
1220,,,0.392306,0.614212
1220.5,,,0.388693,0.611404
1221,,,0.381735,0.606559
1221.5,,,0.37784,0.603914
1222,,,0.371033,0.598874
1222.5,,,0.366772,0.595982
1223,,,0.361189,0.591693
1223.5,,,0.355408,0.587433
1224,,,0.35071,0.584032
1224.5,,,0.344343,0.579109
1225,,,0.340584,0.576485
1225.5,,,0.333505,0.570942
1226,,,0.33013,0.568323
1226.5,,,0.323628,0.562935
1227,,,0.319294,0.560058
1227.5,,,0.314026,0.55547
1228,,,0.308594,0.551747
1228.5,,,0.304728,0.548014
1229,,,0.298457,0.54344
1229.5,,,0.294999,0.541159
1230,,,0.288456,0.535851
1230.5,,,0.285586,0.534001
1231,,,0.279017,0.528892
1231.5,,,0.275848,0.526582
1232,,,0.270535,0.522345
1232.5,,,0.266358,0.519268
1233,,,0.262203,0.51607
1233.5,,,0.257023,0.512034
1234,,,0.254165,0.509967
1234.5,,,0.248081,0.505487
1235,,,0.245937,0.50414
1235.5,,,0.239842,0.499191
1236,,,0.237553,0.497795
1236.5,,,0.232012,0.493699
1237,,,0.228709,0.491452
1237.5,,,0.224713,0.488397
1238,,,0.220063,0.484792
1238.5,,,0.217132,0.483184
1239,,,0.211902,0.47867
1239.5,,,0.209926,0.477611
1240,,,0.203653,0.472799
1240.5,,,0.201848,0.471792
1241,,,0.196591,0.467442
1241.5,,,0.193653,0.465416
1242,,,0.189723,0.461966
1242.5,,,0.185449,0.458846
1243,,,0.182651,0.456711
1243.5,,,0.177468,0.45216
1244,,,0.175455,0.451035
1244.5,,,0.169586,0.44592
1245,,,0.168388,0.444984
1245.5,,,0.163,0.439956
1246,,,0.160316,0.438227
1246.5,,,0.15618,0.434056
1247,,,0.152657,0.430626
1247.5,,,0.149932,0.428112
1248,,,0.144686,0.42322
1248.5,,,0.142869,0.421827
1249,,,0.137337,0.415854
1249.5,,,0.136353,0.414895
1250,,,0.130485,0.409102
1250.5,,,0.128831,0.407033
1251,,,0.124455,0.402457
1251.5,,,0.120876,0.399109
1252,,,0.117719,0.395239
1252.5,,,0.11366,0.390118
1253,,,0.111571,0.387944
1253.5,,,0.105991,0.381731
1254,,,0.105055,0.379934
1254.5,,,0.0997754,0.37333
1255,,,0.0977179,0.371058
1255.5,,,0.0931052,0.365301
1256,,,0.0907462,0.361343
1256.5,,,0.0872885,0.35678
1257,,,0.0829703,0.351823
1257.5,,,0.0808652,0.347936
1258,,,0.075651,0.341441
1258.5,,,0.0745636,0.339026
1259,,,0.069272,0.33148
1259.5,,,0.0681065,0.32918
1260,,,0.0630413,0.322081
1260.5,,,0.0607992,0.318425
1261,,,0.0572374,0.312664
1261.5,,,0.0540071,0.307381
1262,,,0.0516026,0.302994
1262.5,,,0.0472466,0.296138
1263,,,0.0457598,0.293445
1263.5,,,0.0412677,0.285407
1264,,,0.0397807,0.282785
1264.5,,,0.035441,0.275147
1265,,,0.0338901,0.271475
1265.5,,,0.0301011,0.264965
1266,,,0.0273867,0.259899
1266.5,,,0.0247897,0.255139
1267,,,0.0217924,0.248537
1267.5,,,0.0200087,0.245094
1268,,,0.0164051,0.237521
1268.5,,,0.0152663,0.234621
1269,,,0.0113229,0.226704
1269.5,,,0.0103529,0.223609
1270,,,0.00716791,0.216775
1270.5,,,0.00561161,0.212384
1271,,,0.00354056,0.206839
1271.5,,,0.00125882,0.201187
1272,,,-0.000577544,0.197142
1272.5,,,-0.0026592,0.190454
1273,,,-0.00348554,0.187663
1273.5,,,-0.00623013,0.180301
1274,,,-0.00654828,0.177497
1274.5,,,-0.00911699,0.170667
1275,,,-0.00954101,0.167405
1275.5,,,-0.0113523,0.161653
1276,,,-0.0121686,0.156986
1276.5,,,-0.0133467,0.15304
1277,,,-0.014712,0.14733
1277.5,,,-0.0145304,0.144403
1278,,,-0.0164402,0.137721
1278.5,,,-0.0159062,0.135728
1279,,,-0.0178491,0.128991
1279.5,,,-0.0166797,0.126748
1280,,,-0.0183431,0.121153
1280.5,,,-0.0182224,0.117708
1281,,,-0.0181302,0.113423
1281.5,,,-0.0184178,0.108539
1282,,,-0.0182693,0.106202
1282.5,,,-0.0189544,0.10037
1283,,,-0.0172354,0.0988655
1283.5,,,-0.0185972,0.0925857
1284,,,-0.0169925,0.091226
1284.5,,,-0.0173946,0.0859694
1285,,,-0.0164141,0.0836464
1285.5,,,-0.0159004,0.0800081
1286,,,-0.0154162,0.0761542
1286.5,,,-0.013392,0.0739216
1287,,,-0.0137015,0.069261
1287.5,,,-0.0114334,0.0687318
1288,,,-0.0117249,0.062918
1288.5,,,-0.00890479,0.0629126
1289,,,-0.00854285,0.0579915
1289.5,,,-0.00626926,0.0572461
1290,,,-0.00471498,0.0532402
1290.5,,,-0.00322697,0.0513848
1291,,,-0.00159345,0.0495424
1291.5,,,-0.000336365,0.0460586
1292,,,0.00315068,0.0458832
1292.5,,,0.00320608,0.0418973
1293,,,0.00737106,0.0424026
1293.5,,,0.0081036,0.0383597
1294,,,0.011309,0.0388522
1294.5,,,0.0131745,0.0353924
1295,,,0.0156523,0.0353293
1295.5,,,0.0182944,0.0337676
1296,,,0.0203972,0.0322236
1296.5,,,0.0242814,0.0317823
1297,,,0.0258471,0.0301362
1297.5,,,0.0301128,0.0311747
1298,,,0.0317215,0.0282801
1298.5,,,0.0359233,0.0297785
1299,,,0.0380643,0.0274853
1299.5,,,0.0416767,0.0286522
1300,,,0.0447929,0.0279846
1300.5,,,0.047812,0.027845
1301,,,0.05185,0.0282033
1301.5,,,0.054189,0.0277982
1302,,,0.0588595,0.0298028
1302.5,,,0.0616521,0.028164
1303,,,0.0659548,0.031145
1303.5,,,0.0687699,0.0298061
1304,,,0.0729633,0.0319689
1304.5,,,0.0763426,0.0322405
1305,,,0.0799765,0.0335971
1305.5,,,0.0844524,0.0350203
1306,,,0.0875322,0.0357009
1306.5,,,0.0924654,0.0385788
1307,,,0.0954217,0.0383858
1307.5,,,0.100666,0.0422862
1308,,,0.103823,0.0414097
1308.5,,,0.108776,0.0455093
1309,,,0.112756,0.0467559
1309.5,,,0.11706,0.0490696
1310,,,0.121453,0.0510861
1310.5,,,0.125359,0.0528011
1311,,,0.130759,0.0567995
1311.5,,,0.134506,0.05779
1312,,,0.139831,0.0622363
1312.5,,,0.143577,0.0633302
1313,,,0.149211,0.0679453
1313.5,,,0.153526,0.069408
1314,,,0.158405,0.0734887
1314.5,,,0.163458,0.0763156
1315,,,0.167999,0.0795311
1315.5,,,0.173706,0.0839601
1316,,,0.177824,0.0856881
1316.5,,,0.183772,0.0911859
1317,,,0.188118,0.0931469
1317.5,,,0.193828,0.0989738
1318,,,0.198895,0.101022
1318.5,,,0.204241,0.106191
1319,,,0.209624,0.109811
1319.5,,,0.214577,0.11392
1320,,,0.220696,0.118959
1320.5,,,0.2254,0.121711
1321,,,0.231954,0.128189
1321.5,,,0.236434,0.130537
1322,,,0.242886,0.137149
1322.5,,,0.247916,0.139959
1323,,,0.253763,0.146126
1323.5,,,0.25959,0.150388
1324,,,0.265081,0.155208
1324.5,,,0.271706,0.160433
1325,,,0.276241,0.164426
1325.5,,,0.2831,0.171056
1326,,,0.288115,0.17401
1326.5,,,0.294904,0.18113
1327,,,0.300079,0.184463
1327.5,,,0.30623,0.191047
1328,,,0.312316,0.195159
1328.5,,,0.317791,0.201162
1329,,,0.3241,0.206322
1329.5,,,0.329304,0.210792
1330,,,0.33596,0.217836
1330.5,,,0.341126,0.221044
1331,,,0.347495,0.228443
1331.5,,,0.353,0.232125
1332,,,0.358915,0.238981
1332.5,,,0.365136,0.24318
1333,,,0.370195,0.249356
1333.5,,,0.376581,0.254754
1334,,,0.381343,0.259545
1334.5,,,0.387911,0.266583
1335,,,0.392621,0.27004
1335.5,,,0.398859,0.277398
1336,,,0.403893,0.281231
1336.5,,,0.409765,0.288038
1337,,,0.415213,0.292377
1337.5,,,0.420277,0.298624
1338,,,0.426184,0.304185
1338.5,,,0.430554,0.309008
1339,,,0.436518,0.31552
1339.5,,,0.440773,0.319521
1340,,,0.446581,0.326294
1340.5,,,0.450729,0.33046
1341,,,0.456296,0.337044
1341.5,,,0.461216,0.341227
1342,,,0.465629,0.34761
1342.5,,,0.470983,0.352974
1343,,,0.474695,0.357427
1343.5,,,0.480261,0.363496
1344,,,0.483475,0.367853
1344.5,,,0.488997,0.374241
1345,,,0.492598,0.378116
1345.5,,,0.497305,0.384737
1346,,,0.50134,0.388718
1346.5,,,0.505235,0.394302
1347,,,0.509805,0.399528
1347.5,,,0.512579,0.403951
1348,,,0.517524,0.410014
1348.5,,,0.52016,0.413796
1349,,,0.524631,0.419841
1349.5,,,0.527463,0.423795
1350,,,0.531133,0.429637
1350.5,,,0.534579,0.433907
1351,,,0.537184,0.439469
1351.5,,,0.54108,0.44454
1352,,,0.543057,0.449006
1352.5,,,0.547002,0.454487
1353,,,0.548742,0.458786
1353.5,,,0.552249,0.464536
1354,,,0.553925,0.468624
1354.5,,,0.55657,0.474547
1355,,,0.559054,0.478839
1355.5,,,0.560917,0.484268
1356,,,0.563847,0.4891
1356.5,,,0.564791,0.493924
1357,,,0.56798,0.499463
1357.5,,,0.568485,0.503481
1358,,,0.571316,0.509522
1358.5,,,0.57219,0.513352
1359,,,0.57409,0.518933
1359.5,,,0.575807,0.523318
1360,,,0.576886,0.52844
1360.5,,,0.578842,0.533301
1361,,,0.57908,0.537575
1361.5,,,0.581664,0.543126
1362,,,0.581456,0.546851
1362.5,,,0.583565,0.552477
1363,,,0.583888,0.556063
1363.5,,,0.585427,0.561344
1364,,,0.58578,0.565469
1364.5,,,0.586446,0.570169
1365,,,0.587468,0.574248
1365.5,,,0.587174,0.578475
1366,,,0.588706,0.583356
1366.5,,,0.587788,0.586917
1367,,,0.589292,0.591825
1367.5,,,0.588217,0.594924
1368,,,0.589072,0.599827
1368.5,,,0.58844,0.603103
1369,,,0.588328,0.607414
1369.5,,,0.58824,0.610817
1370,,,0.587075,0.614404
1370.5,,,0.587487,0.618702
1371,,,0.585388,0.62131
1371.5,,,0.58588,0.625848
1372,,,0.583582,0.628226
1372.5,,,0.58359,0.632207
1373,,,0.581447,0.634637
1373.5,,,0.580445,0.63843
1374,,,0.579005,0.641061
1374.5,,,0.576903,0.643608
1375,,,0.576102,0.646779
1375.5,,,0.573019,0.648629
1376,,,0.572468,0.651917
1376.5,,,0.568892,0.653301
1377,,,0.567872,0.65644
1377.5,,,0.564628,0.657522
1378,,,0.562982,0.660007
1378.5,,,0.560179,0.661527
1379,,,0.557427,0.663211
1379.5,,,0.55552,0.664483
1380,,,0.551708,0.665179
1380.5,,,0.55028,0.667318
1381,,,0.546111,0.667303
1381.5,,,0.544184,0.669129
1382,,,0.540036,0.66892
1382.5,,,0.537985,0.670135
1383,,,0.534055,0.669794
1383.5,,,0.531001,0.670476
1384,,,0.52771,0.670354
1384.5,,,0.523714,0.669946
1385,,,0.520931,0.670284
1385.5,,,0.516248,0.668968
1386,,,0.513867,0.669462
1386.5,,,0.508737,0.667454
1387,,,0.505935,0.66763
1387.5,,,0.500775,0.665655
1388,,,0.49739,0.665125
1388.5,,,0.493238,0.663318
1389,,,0.488466,0.661869
1389.5,,,0.484867,0.661022
1390,,,0.47956,0.658746
1390.5,,,0.476273,0.6581
1391,,,0.470416,0.655849
1391.5,,,0.467088,0.655319
1392,,,0.46124,0.652899
1392.5,,,0.457541,0.652314
1393,,,0.452313,0.649831
1393.5,,,0.447402,0.648196
1394,,,0.443072,0.646009
1394.5,,,0.437233,0.643449
1395,,,0.433762,0.642212
1395.5,,,0.427223,0.638921
1396,,,0.423485,0.637506
1396.5,,,0.417217,0.63387
1397,,,0.413509,0.632267
1397.5,,,0.407421,0.62876
1398,,,0.403045,0.626839
1398.5,,,0.397907,0.623217
1399,,,0.392502,0.620026
1399.5,,,0.388473,0.617649
1400,,,0.381984,0.61349
1400.5,,,0.378307,0.611484
1401,,,0.371656,0.60679
1401.5,,,0.368295,0.604613
1402,,,0.362051,0.599975
1402.5,,,0.357855,0.597209
1403,,,0.352653,0.593263
1403.5,,,0.347365,0.589416
1404,,,0.34321,0.586176
1404.5,,,0.337104,0.581571
1405,,,0.33361,0.578846
1405.5,,,0.327031,0.573781
1406,,,0.324076,0.571448
1406.5,,,0.317752,0.5661
1407,,,0.313964,0.563435
1407.5,,,0.308879,0.558976
1408,,,0.304115,0.555288
1408.5,,,0.299851,0.551797
1409,,,0.29399,0.547444
1409.5,,,0.291121,0.54487
1410,,,0.284705,0.5396
1410.5,,,0.282069,0.537892
1411,,,0.275839,0.532724
1411.5,,,0.272949,0.530784
1412,,,0.267604,0.5262
1412.5,,,0.263381,0.523172
1413,,,0.259458,0.519746
1413.5,,,0.254268,0.515917
1414,,,0.251269,0.51401
1414.5,,,0.245822,0.509286
1415,,,0.243531,0.507947
1415.5,,,0.237357,0.502897
1416,,,0.235268,0.501669
1416.5,,,0.229618,0.497394
1417,,,0.226679,0.495267
1417.5,,,0.222432,0.491969
1418,,,0.217859,0.488656
1418.5,,,0.215091,0.487186
1419,,,0.209529,0.482313
1419.5,,,0.207623,0.481672
1420,,,0.201682,0.476714
1420.5,,,0.199952,0.476121
1421,,,0.194464,0.471212
1421.5,,,0.191691,0.469644
1422,,,0.187412,0.465934
1422.5,,,0.183434,0.463001
1423,,,0.180651,0.461376
1423.5,,,0.175116,0.456809
1424,,,0.173544,0.455933
1424.5,,,0.167314,0.450426
1425,,,0.166263,0.450255
1425.5,,,0.160627,0.444989
1426,,,0.158738,0.44343
1426.5,,,0.154097,0.439273
1427,,,0.150632,0.436393
1427.5,,,0.147732,0.43378
1428,,,0.142688,0.42902
1428.5,,,0.141104,0.427632
1429,,,0.134975,0.421799
1429.5,,,0.134499,0.421244
1430,,,0.128602,0.415121
1430.5,,,0.127147,0.413619
1431,,,0.122402,0.408767
1431.5,,,0.11927,0.405539
1432,,,0.116144,0.40204
1432.5,,,0.111974,0.396955
1433,,,0.110043,0.394611
1433.5,,,0.104777,0.388689
1434,,,0.103982,0.386866
1434.5,,,0.0982269,0.380537
1435,,,0.0967129,0.378315
1435.5,,,0.0919915,0.372356
1436,,,0.0898782,0.36892
1436.5,,,0.0864829,0.364155
1437,,,0.0824023,0.359096
1437.5,,,0.0803759,0.355466
1438,,,0.0750314,0.348993
1438.5,,,0.0742215,0.346575
1439,,,0.0686826,0.339275
1439.5,,,0.0679215,0.336728
1440,,,0.0625275,0.329707
1440.5,,,0.0608908,0.326079
1441,,,0.0572169,0.32058
1441.5,,,0.0543091,0.315332
1442,,,0.0516749,0.311191
1442.5,,,0.047399,0.304146
1443,,,0.0461426,0.301497
1443.5,,,0.0415322,0.293393
1444,,,0.0405358,0.290916
1444.5,,,0.0357987,0.283649
1445,,,0.0347851,0.27983
1445.5,,,0.0309827,0.273635
1446,,,0.0286876,0.268371
1446.5,,,0.0257131,0.263842
1447,,,0.0228959,0.257289
1447.5,,,0.0213133,0.253865
1448,,,0.0173633,0.246441
1448.5,,,0.0169427,0.243496
1449,,,0.0124899,0.236091
1449.5,,,0.0119773,0.232762
1450,,,0.00832433,0.225988
1450.5,,,0.00720747,0.221676
1451,,,0.00499233,0.216562
1451.5,,,0.00326176,0.210523
1452,,,0.001068,0.206846
1452.5,,,-0.00113464,0.200007
1453,,,-0.00182918,0.19712
1453.5,,,-0.0048465,0.190096
1454,,,-0.00468558,0.187417
1454.5,,,-0.00783029,0.180626
1455,,,-0.00750018,0.177377
1455.5,,,-0.00977585,0.171519
1456,,,-0.0106361,0.167212
1456.5,,,-0.01194,0.163334
1457,,,-0.0130307,0.157397
1457.5,,,-0.0126289,0.154824
1458,,,-0.0150475,0.1482
1458.5,,,-0.0140732,0.146079
1459,,,-0.0165505,0.139506
1459.5,,,-0.0150988,0.137402
1460,,,-0.0171917,0.131773
1460.5,,,-0.0166755,0.128013
1461,,,-0.0174166,0.124383
1461.5,,,-0.0173503,0.119443
1462,,,-0.0170388,0.116783
1462.5,,,-0.0176149,0.111013
1463,,,-0.0162196,0.109764
1463.5,,,-0.0174178,0.103321
1464,,,-0.0158656,0.10234
1464.5,,,-0.0170586,0.0966777
1465,,,-0.0152602,0.0943622
1465.5,,,-0.0154177,0.0905613
1466,,,-0.0146504,0.0868993
1466.5,,,-0.0128235,0.0848462
1467,,,-0.0130305,0.080141
1467.5,,,-0.0109572,0.0789906
1468,,,-0.0111007,0.0734633
1468.5,,,-0.00796733,0.0736801
1469,,,-0.0086393,0.0685716
1469.5,,,-0.0060434,0.067478
1470,,,-0.0049093,0.0640103
1470.5,,,-0.00327071,0.0615103
1471,,,-0.00146646,0.0598121
1471.5,,,-0.000208002,0.0567962
1472,,,0.00278889,0.056056
1472.5,,,0.00345348,0.0518815
1473,,,0.007112,0.0525352
1473.5,,,0.0075193,0.0482752
1474,,,0.011107,0.0487304
1474.5,,,0.0126686,0.0452444
1475,,,0.0156216,0.0448844
1475.5,,,0.0175324,0.0429593
1476,,,0.0199926,0.0416032
1476.5,,,0.0231185,0.0413068
1477,,,0.0248315,0.0388668
1477.5,,,0.029331,0.0398406
1478,,,0.0306598,0.0370255
1478.5,,,0.0348574,0.0382687
1479,,,0.0369957,0.0358808
1479.5,,,0.0406185,0.0367231
1480,,,0.0437138,0.036051
1480.5,,,0.04636,0.0358119
1481,,,0.0503119,0.0355928
1481.5,,,0.0524587,0.0353282
1482,,,0.0576344,0.0370043
1482.5,,,0.0594451,0.0350553
1483,,,0.0645139,0.037757
1483.5,,,0.0663029,0.0364351
1484,,,0.0711493,0.0384227
1484.5,,,0.0744708,0.0381685
1485,,,0.0779115,0.0396683
1485.5,,,0.0821271,0.0409629
1486,,,0.0850677,0.0409577
1486.5,,,0.0901299,0.0436803
1487,,,0.0928752,0.0433126
1487.5,,,0.0982155,0.0468211
1488,,,0.100997,0.0463299
1488.5,,,0.106017,0.049491
1489,,,0.109965,0.0506746
1489.5,,,0.113826,0.052728
1490,,,0.118341,0.0547952
1490.5,,,0.122451,0.0560485
1491,,,0.127566,0.0595661
1491.5,,,0.130589,0.0600959
1492,,,0.136684,0.0649077
1492.5,,,0.140028,0.0656947
1493,,,0.145658,0.0694412
1493.5,,,0.149695,0.0711789
1494,,,0.154657,0.0748808
1494.5,,,0.159643,0.0776791
1495,,,0.16369,0.0798606
1495.5,,,0.169581,0.0844381
1496,,,0.173317,0.0860449
1496.5,,,0.17975,0.0913125
1497,,,0.183411,0.0929975
1497.5,,,0.189496,0.0980975
1498,,,0.193989,0.100094
1498.5,,,0.199608,0.105295
1499,,,0.205073,0.10831
1499.5,,,0.20985,0.11217
1500,,,0.215653,0.116956
1500.5,,,0.220235,0.119598
1501,,,0.226579,0.125503
1501.5,,,0.231334,0.127991
1502,,,0.237633,0.134368
1502.5,,,0.242586,0.13679
1503,,,0.248988,0.142691
1503.5,,,0.254306,0.146391
1504,,,0.259406,0.151293
1504.5,,,0.265759,0.156447
1505,,,0.270798,0.159652
1505.5,,,0.277448,0.166284
1506,,,0.282353,0.169249
1506.5,,,0.289327,0.175929
1507,,,0.294167,0.179249
1507.5,,,0.300586,0.185769
1508,,,0.306475,0.189514
1508.5,,,0.31201,0.194952
1509,,,0.318185,0.200435
