deg,Nan_last,Max_last,Nan_full,Max_full
3708,,,0.581252,0.5407
3708.5,,,0.580977,0.544284
3709,,,0.581097,0.548974
3709.5,,,0.581024,0.552933
3710,,,0.580266,0.557132
3710.5,,,0.580747,0.561602
3711,,,0.579177,0.56504
3711.5,,,0.57951,0.569609
3712,,,0.577747,0.572976
3712.5,,,0.577725,0.577218
3713,,,0.576019,0.58015
3713.5,,,0.575035,0.584418
3714,,,0.573717,0.587682
3714.5,,,0.571996,0.591099
3715,,,0.571139,0.59463
3715.5,,,0.568525,0.597312
3716,,,0.567732,0.601205
3716.5,,,0.564855,0.603332
3717,,,0.563778,0.60699
3717.5,,,0.560519,0.608736
3718,,,0.558975,0.611941
3718.5,,,0.556251,0.61402
3719,,,0.553866,0.616519
3719.5,,,0.551874,0.618678
3720,,,0.548471,0.620318
3720.5,,,0.546704,0.622972
3721,,,0.542708,0.62368
3721.5,,,0.540813,0.626026
3722,,,0.536936,0.626697
3722.5,,,0.534717,0.628488
3723,,,0.530824,0.629125
3723.5,,,0.52799,0.630226
3724,,,0.52445,0.630867
3724.5,,,0.520479,0.631248
3725,,,0.517951,0.632348
3725.5,,,0.513148,0.631766
3726,,,0.510319,0.632625
3726.5,,,0.505408,0.631613
3727,,,0.502348,0.632269
3727.5,,,0.497402,0.630696
3728,,,0.494154,0.630704
3728.5,,,0.489404,0.629624
3729,,,0.48485,0.628875
3729.5,,,0.481161,0.628103
3730,,,0.475611,0.626385
3730.5,,,0.472078,0.62592
3731,,,0.466015,0.624185
3731.5,,,0.462828,0.624227
3732,,,0.456786,0.622397
3732.5,,,0.452607,0.622378
3733,,,0.447137,0.620789
3733.5,,,0.442136,0.619824
3734,,,0.437429,0.618608
3734.5,,,0.43154,0.616425
3735,,,0.427081,0.616001
3735.5,,,0.420875,0.613501
3736,,,0.416572,0.612753
3736.5,,,0.410054,0.60976
3737,,,0.406132,0.609315
3737.5,,,0.399653,0.606389
3738,,,0.394517,0.604655
3738.5,,,0.388953,0.602541
3739,,,0.383175,0.599945
3739.5,,,0.37839,0.598206
3740,,,0.37156,0.594974
3740.5,,,0.367509,0.593541
3741,,,0.360398,0.589659
3741.5,,,0.35629,0.588238
3742,,,0.349292,0.584282
3742.5,,,0.344765,0.581959
3743,,,0.338959,0.578795
3743.5,,,0.333163,0.575327
3744,,,0.328271,0.572756
3744.5,,,0.321509,0.568605
3745,,,0.317398,0.56644
3745.5,,,0.310468,0.561697
3746,,,0.306699,0.559535
3746.5,,,0.299808,0.554787
3747,,,0.295657,0.552105
3747.5,,,0.289885,0.547763
3748,,,0.284507,0.544074
3748.5,,,0.27975,0.540766
3749,,,0.273532,0.535997
3749.5,,,0.27015,0.533566
3750,,,0.263421,0.528171
3750.5,,,0.260018,0.526237
3751,,,0.253391,0.520539
3751.5,,,0.249915,0.517961
3752,,,0.244378,0.513213
3752.5,,,0.240153,0.510296
3753,,,0.235494,0.506244
3753.5,,,0.230097,0.501902
3754,,,0.226894,0.49917
3754.5,,,0.220922,0.494351
3755,,,0.218435,0.492467
3755.5,,,0.212451,0.487145
3756,,,0.209617,0.485357
3756.5,,,0.204249,0.480582
3757,,,0.200885,0.4779
3757.5,,,0.196476,0.47438
3758,,,0.191982,0.470937
3758.5,,,0.188848,0.468436
3759,,,0.183476,0.464114
3759.5,,,0.181423,0.462933
3760,,,0.175653,0.45787
3760.5,,,0.173576,0.457084
3761,,,0.168342,0.452511
3761.5,,,0.165461,0.450937
3762,,,0.16122,0.447842
3762.5,,,0.157216,0.444547
3763,,,0.154653,0.442832
3763.5,,,0.149522,0.438868
3764,,,0.1476,0.437991
3764.5,,,0.141723,0.433152
3765,,,0.140775,0.432713
3765.5,,,0.134876,0.428038
3766,,,0.133111,0.42701
3766.5,,,0.128737,0.423572
3767,,,0.125315,0.421028
3767.5,,,0.122506,0.418781
3768,,,0.117982,0.414979
3768.5,,,0.116257,0.413777
3769,,,0.110465,0.409053
3769.5,,,0.110037,0.40854
3770,,,0.104272,0.403564
3770.5,,,0.102771,0.402407
3771,,,0.0986222,0.398236
3771.5,,,0.0952905,0.395802
3772,,,0.0923023,0.392658
3772.5,,,0.0884615,0.388875
3773,,,0.0866938,0.387237
3773.5,,,0.0813292,0.381733
3774,,,0.0809301,0.381146
3774.5,,,0.075115,0.375317
3775,,,0.0738768,0.374104
3775.5,,,0.0693761,0.368821
3776,,,0.0674574,0.36606
3776.5,,,0.0637909,0.362034
3777,,,0.060171,0.358106
3777.5,,,0.0584121,0.355325
3778,,,0.0537678,0.3496
3778.5,,,0.0527143,0.34801
3779,,,0.0473895,0.341562
3779.5,,,0.0466977,0.339877
3780,,,0.0420465,0.333683
3780.5,,,0.0400621,0.330736
3781,,,0.0367774,0.326107
3781.5,,,0.033926,0.321734
3782,,,0.0315961,0.31797
3782.5,,,0.0279651,0.31228
3783,,,0.0264712,0.309951
3783.5,,,0.02235,0.303117
3784,,,0.021421,0.301127
3784.5,,,0.0168367,0.294174
3785,,,0.0159432,0.291564
3785.5,,,0.0125002,0.285805
3786,,,0.0103492,0.281488
3786.5,,,0.00776892,0.277283
3787,,,0.00507584,0.271405
3787.5,,,0.00319382,0.268526
3788,,,0.00039984,0.261575
3788.5,,,-0.000409204,0.259411
3789,,,-0.00422683,0.252314
3789.5,,,-0.0048919,0.249604
3790,,,-0.00756312,0.243553
3790.5,,,-0.00903675,0.239829
3791,,,-0.0112546,0.23486
3791.5,,,-0.0132042,0.229427
3792,,,-0.0142264,0.226209
3792.5,,,-0.0165095,0.2199
3793,,,-0.016825,0.217323
3793.5,,,-0.019497,0.210609
3794,,,-0.0194768,0.208393
3794.5,,,-0.0217454,0.20188
3795,,,-0.0219934,0.198873
3795.5,,,-0.0236227,0.193662
3796,,,-0.0242722,0.189344
3796.5,,,-0.0251271,0.185594
3797,,,-0.0261091,0.180246
3797.5,,,-0.0262477,0.17787
3798,,,-0.0272947,0.171418
3798.5,,,-0.0266328,0.169591
3799,,,-0.0287007,0.16299
3799.5,,,-0.0272469,0.161141
3800,,,-0.0287299,0.155758
3800.5,,,-0.0275726,0.152573
3801,,,-0.0282847,0.148425
3801.5,,,-0.028369,0.14378
3802,,,-0.0274264,0.141648
3802.5,,,-0.0279722,0.135713
3803,,,-0.0265717,0.134591
3803.5,,,-0.0273302,0.128455
3804,,,-0.0251086,0.127347
3804.5,,,-0.025758,0.121917
3805,,,-0.0241922,0.119663
3805.5,,,-0.0237488,0.115975
3806,,,-0.0227833,0.112143
3806.5,,,-0.0213516,0.110162
3807,,,-0.0211033,0.105281
3807.5,,,-0.0182593,0.104607
3808,,,-0.0184163,0.0990131
3808.5,,,-0.0151672,0.0987805
3809,,,-0.0147676,0.0935204
3809.5,,,-0.0125907,0.09273
3810,,,-0.0114051,0.0888789
3810.5,,,-0.00938402,0.0864749
3811,,,-0.00716776,0.084607
3811.5,,,-0.00554682,0.0812863
3812,,,-0.00261235,0.0805701
3812.5,,,-0.00205546,0.0762809
3813,,,0.0021264,0.0767975
3813.5,,,0.00294216,0.072129
3814,,,0.00679857,0.072329
3814.5,,,0.00826587,0.0689616
3815,,,0.0109004,0.0682902
3815.5,,,0.0139907,0.0660698
3816,,,0.0164586,0.0641715
3816.5,,,0.0202627,0.0633331
3817,,,0.0214305,0.0610921
3817.5,,,0.0256441,0.0616745
3818,,,0.027865,0.0581207
3818.5,,,0.0320614,0.0593361
3819,,,0.0345533,0.0565024
3819.5,,,0.0382645,0.0568993
3820,,,0.0414067,0.0551731
3820.5,,,0.0443424,0.0547104
3821,,,0.0485336,0.0543385
3821.5,,,0.0509446,0.0534047
3822,,,0.0554706,0.0544488
3822.5,,,0.0580915,0.052248
3823,,,0.0631805,0.054225
3823.5,,,0.0659315,0.0522042
3824,,,0.070091,0.0537759
3824.5,,,0.0735392,0.0526483
3825,,,0.077297,0.0535513
3825.5,,,0.0819064,0.0541527
3826,,,0.0847206,0.0538535
3826.5,,,0.0897262,0.055746
3827,,,0.092856,0.0545862
3827.5,,,0.0982918,0.05736
3828,,,0.101584,0.056285
3828.5,,,0.10639,0.0590534
3829,,,0.110112,0.0589279
3829.5,,,0.114512,0.0604327
3830,,,0.119374,0.0617536
3830.5,,,0.122918,0.0623678
3831,,,0.128397,0.0648294
3831.5,,,0.132086,0.065123
3832,,,0.137784,0.0680939
3832.5,,,0.141437,0.0682852
3833,,,0.146865,0.071806
3833.5,,,0.151457,0.0720981
3834,,,0.156048,0.0750299
3834.5,,,0.160898,0.0768386
3835,,,0.165564,0.0785772
3835.5,,,0.171271,0.0818737
3836,,,0.175477,0.0826599
3836.5,,,0.181376,0.0868459
3837,,,0.185653,0.0875357
3837.5,,,0.191277,0.0919966
3838,,,0.196462,0.092597
3838.5,,,0.201656,0.0970002
3839,,,0.207074,0.0989262
3839.5,,,0.212033,0.102124
3840,,,0.218066,0.105687
3840.5,,,0.222819,0.107559
3841,,,0.228802,0.112448
3841.5,,,0.233609,0.113642
3842,,,0.240029,0.119092
3842.5,,,0.24502,0.120691
3843,,,0.250772,0.125564
3843.5,,,0.256474,0.127946
3844,,,0.261846,0.132105
3844.5,,,0.268409,0.135917
3845,,,0.273021,0.138734
3845.5,,,0.279705,0.144085
3846,,,0.284517,0.145947
3846.5,,,0.291193,0.151831
3847,,,0.296476,0.154047
3847.5,,,0.302702,0.159548
3848,,,0.308336,0.162348
3848.5,,,0.313834,0.167003
3849,,,0.320247,0.171258
3849.5,,,0.325257,0.17472
3850,,,0.331595,0.180225
3850.5,,,0.336981,0.182535
3851,,,0.343089,0.188824
3851.5,,,0.348581,0.191048
3852,,,0.354283,0.197475
3852.5,,,0.360414,0.200352
3853,,,0.365356,0.205528
3853.5,,,0.371574,0.209887
3854,,,0.376176,0.213994
3854.5,,,0.382756,0.219625
3855,,,0.387232,0.22254
3855.5,,,0.393373,0.228787
3856,,,0.398173,0.231816
3856.5,,,0.403885,0.237826
3857,,,0.409046,0.241353
3857.5,,,0.413858,0.246574
3858,,,0.419722,0.251242
3858.5,,,0.423749,0.255577
3859,,,0.429791,0.260965
3859.5,,,0.433985,0.264569
3860,,,0.439285,0.270583
3860.5,,,0.443504,0.273802
3861,,,0.448662,0.280102
3861.5,,,0.453119,0.283507
3862,,,0.457404,0.289071
3862.5,,,0.462657,0.293572
3863,,,0.466076,0.297923
3863.5,,,0.471295,0.303352
3864,,,0.474397,0.307009
3864.5,,,0.479535,0.313146
3865,,,0.482917,0.316458
3865.5,,,0.487185,0.322221
3866,,,0.490869,0.325785
3866.5,,,0.494546,0.331456
3867,,,0.499138,0.335575
3867.5,,,0.50155,0.340244
3868,,,0.506174,0.345426
3868.5,,,0.508519,0.349115
3869,,,0.512533,0.354808
3869.5,,,0.515155,0.358314
3870,,,0.518623,0.364273
3870.5,,,0.521524,0.367986
3871,,,0.524181,0.373395
3871.5,,,0.527608,0.377779
3872,,,0.529294,0.382508
3872.5,,,0.533045,0.387832
3873,,,0.534326,0.391966
3873.5,,,0.537444,0.397773
3874,,,0.539197,0.401377
3874.5,,,0.541835,0.407287
3875,,,0.543596,0.411675
3875.5,,,0.545327,0.417313
3876,,,0.548008,0.422056
3876.5,,,0.548702,0.42691
3877,,,0.551642,0.432346
3877.5,,,0.552014,0.436708
3878,,,0.554492,0.442297
3878.5,,,0.555167,0.446513
3879,,,0.557251,0.452435
3879.5,,,0.55821,0.457038
3880,,,0.559428,0.462257
3880.5,,,0.561039,0.46708
3881,,,0.561397,0.472
3881.5,,,0.563601,0.477432
3882,,,0.563242,0.481558
3882.5,,,0.565328,0.487425
3883,,,0.565077,0.491434
3883.5,,,0.566564,0.497044
3884,,,0.566778,0.501043
3884.5,,,0.567346,0.506473
3885,,,0.568123,0.510927
3885.5,,,0.567803,0.515655
3886,,,0.56897,0.520644
3886.5,,,0.567823,0.5245
3887,,,0.569307,0.530097
3887.5,,,0.568065,0.533767
3888,,,0.568619,0.538939
3888.5,,,0.567874,0.54263
3889,,,0.567774,0.547656
3889.5,,,0.567468,0.551526
3890,,,0.56609,0.555706
3890.5,,,0.566344,0.560234
3891,,,0.564206,0.563753
3891.5,,,0.564684,0.568638
3892,,,0.562222,0.571631
3892.5,,,0.562186,0.57632
3893,,,0.560074,0.579386
3893.5,,,0.559046,0.583419
3894,,,0.557437,0.58681
3894.5,,,0.555221,0.590425
3895,,,0.554256,0.593927
3895.5,,,0.551426,0.596392
3896,,,0.550763,0.60045
3896.5,,,0.547342,0.602538
3897,,,0.546225,0.60627
3897.5,,,0.542834,0.608019
3898,,,0.541268,0.611153
3898.5,,,0.538309,0.613239
3899,,,0.535662,0.615701
3899.5,,,0.533608,0.617757
3900,,,0.530091,0.619338
3900.5,,,0.528502,0.621998
3901,,,0.524323,0.622841
3901.5,,,0.522588,0.624971
3902,,,0.518257,0.625426
3902.5,,,0.516293,0.627473
3903,,,0.512363,0.627881
3903.5,,,0.509537,0.629087
3904,,,0.506112,0.629444
3904.5,,,0.502239,0.629962
3905,,,0.499731,0.630603
3905.5,,,0.494975,0.630194
3906,,,0.492431,0.630901
3906.5,,,0.487376,0.629833
3907,,,0.484725,0.630166
3907.5,,,0.479764,0.628893
3908,,,0.476532,0.628544
3908.5,,,0.472106,0.62768
3909,,,0.467724,0.626844
3909.5,,,0.464287,0.625978
3910,,,0.458944,0.624496
3910.5,,,0.455787,0.624517
3911,,,0.449897,0.622817
3911.5,,,0.446822,0.623107
3912,,,0.441042,0.621043
3912.5,,,0.437687,0.621049
3913,,,0.432217,0.619492
3913.5,,,0.427701,0.618391
3914,,,0.423366,0.616969
3914.5,,,0.417733,0.615413
3915,,,0.41399,0.614512
3915.5,,,0.408036,0.611958
3916,,,0.404404,0.611275
3916.5,,,0.398067,0.608356
3917,,,0.394504,0.607688
3917.5,,,0.388747,0.604652
3918,,,0.384207,0.603443
3918.5,,,0.379488,0.600683
3919,,,0.37367,0.598421
3919.5,,,0.369993,0.596527
3920,,,0.36359,0.593141
3920.5,,,0.360229,0.59175
3921,,,0.353591,0.587671
3921.5,,,0.350364,0.586192
3922,,,0.343977,0.582213
3922.5,,,0.340056,0.580176
3923,,,0.334983,0.576584
3923.5,,,0.329632,0.573317
3924,,,0.325627,0.570395
3924.5,,,0.319388,0.56633
3925,,,0.316139,0.564178
3925.5,,,0.309873,0.559093
3926,,,0.306782,0.557161
3926.5,,,0.300525,0.552136
3927,,,0.296722,0.54957
3927.5,,,0.291677,0.545006
3928,,,0.286984,0.541682
3928.5,,,0.282921,0.537774
3929,,,0.277203,0.53339
3929.5,,,0.274135,0.530498
3930,,,0.267901,0.525368
3930.5,,,0.265364,0.523021
3931,,,0.258958,0.517402
3931.5,,,0.256211,0.515191
3932,,,0.250542,0.509942
3932.5,,,0.246683,0.506843
3933,,,0.242605,0.502926
3933.5,,,0.23759,0.498686
3934,,,0.234662,0.496194
3934.5,,,0.228792,0.49083
3935,,,0.226617,0.489099
3935.5,,,0.22067,0.483663
3936,,,0.218481,0.481873
3936.5,,,0.212787,0.476966
3937,,,0.209618,0.474603
3937.5,,,0.205432,0.470894
3938,,,0.201172,0.46739
3938.5,,,0.198043,0.46523
3939,,,0.192475,0.460263
3939.5,,,0.19067,0.459409
3940,,,0.184979,0.454584
3940.5,,,0.182982,0.453718
3941,,,0.177434,0.448898
3941.5,,,0.174797,0.447641
3942,,,0.170448,0.44437
3942.5,,,0.166852,0.441155
3943,,,0.163872,0.439559
3943.5,,,0.158482,0.435558
3944,,,0.15677,0.434621
3944.5,,,0.150876,0.429996
3945,,,0.149577,0.429396
3945.5,,,0.144003,0.424958
3946,,,0.142207,0.42393
3946.5,,,0.137806,0.42031
3947,,,0.134142,0.417824
3947.5,,,0.13133,0.41581
3948,,,0.126929,0.411843
3948.5,,,0.124829,0.410887
3949,,,0.119339,0.405945
3949.5,,,0.118882,0.405737
3950,,,0.113116,0.400539
3950.5,,,0.111505,0.399761
3951,,,0.107058,0.395358
3951.5,,,0.104221,0.392977
3952,,,0.100823,0.390065
3952.5,,,0.0971059,0.386059
3953,,,0.0954234,0.384382
3953.5,,,0.0902942,0.37917
3954,,,0.0894088,0.378384
3954.5,,,0.0839308,0.372851
3955,,,0.0831027,0.371401
3955.5,,,0.0781085,0.366198
3956,,,0.0763181,0.363615
3956.5,,,0.0728294,0.359571
3957,,,0.0692843,0.35547
3957.5,,,0.067181,0.352413
3958,,,0.062456,0.347057
3958.5,,,0.0618249,0.345447
3959,,,0.0561845,0.33889
3959.5,,,0.056032,0.337187
3960,,,0.0506882,0.331156
3960.5,,,0.0495091,0.328216
3961,,,0.0458377,0.323514
3961.5,,,0.0430938,0.319045
3962,,,0.0406401,0.315463
3962.5,,,0.036722,0.309573
3963,,,0.0356685,0.30731
3963.5,,,0.0312329,0.300551
3964,,,0.0306938,0.298482
3964.5,,,0.0258165,0.291711
3965,,,0.0252913,0.288998
3965.5,,,0.0211691,0.282976
3966,,,0.0198532,0.2789
3966.5,,,0.0169028,0.274917
3967,,,0.0141276,0.268985
3967.5,,,0.0129283,0.266116
3968,,,0.00930653,0.259213
3968.5,,,0.00879938,0.257017
3969,,,0.00460578,0.250038
3969.5,,,0.00460794,0.24757
3970,,,0.00075185,0.241213
3970.5,,,0.000146843,0.237785
3971,,,-0.00212956,0.232763
3971.5,,,-0.00380241,0.227684
3972,,,-0.00535241,0.22407
3972.5,,,-0.00770457,0.217993
3973,,,-0.00824778,0.215701
3973.5,,,-0.0109733,0.208716
3974,,,-0.0106579,0.206761
3974.5,,,-0.013475,0.200162
3975,,,-0.0132232,0.197385
3975.5,,,-0.0153353,0.192016
3976,,,-0.0158686,0.187853
3976.5,,,-0.0171006,0.184197
3977,,,-0.0180022,0.178757
3977.5,,,-0.0176543,0.176303
3978,,,-0.0198239,0.170018
3978.5,,,-0.0188369,0.168202
3979,,,-0.0208131,0.161923
3979.5,,,-0.0196022,0.160003
3980,,,-0.0212549,0.154614
3980.5,,,-0.0206063,0.151544
3981,,,-0.0214323,0.147487
3981.5,,,-0.02147,0.14288
3982,,,-0.0203094,0.14079
3982.5,,,-0.0216501,0.134913
3983,,,-0.0191342,0.133845
3983.5,,,-0.0211109,0.127703
3984,,,-0.0197681,0.12689
3984.5,,,-0.0199587,0.121187
3985,,,-0.0181502,0.119177
3985.5,,,-0.0179566,0.115379
3986,,,-0.0173771,0.111824
3986.5,,,-0.0158287,0.109816
3987,,,-0.0157113,0.10505
3987.5,,,-0.0133021,0.104197
3988,,,-0.0138191,0.0985333
3988.5,,,-0.0106975,0.0986607
3989,,,-0.0108498,0.093706
3989.5,,,-0.0084592,0.0925104
3990,,,-0.00739806,0.0887901
3990.5,,,-0.0057553,0.0866854
3991,,,-0.00356276,0.0849074
3991.5,,,-0.00244158,0.0812116
3992,,,0.000628807,0.0808716
3992.5,,,0.00140035,0.0764819
3993,,,0.0050973,0.076977
3993.5,,,0.00551281,0.0725586
3994,,,0.00889631,0.0728489
3994.5,,,0.0104354,0.0693267
3995,,,0.0131912,0.0687222
3995.5,,,0.0157659,0.066671
3996,,,0.0177943,0.0649084
3996.5,,,0.0209865,0.064068
3997,,,0.0227059,0.0616295
3997.5,,,0.0271454,0.0623076
3998,,,0.0282716,0.0591801
3998.5,,,0.0325267,0.0600418
3999,,,0.0347018,0.0575069
3999.5,,,0.0382779,0.0578244
4000,,,0.0411309,0.0563171
4000.5,,,0.0437152,0.0556756
4001,,,0.0479733,0.0555242
4001.5,,,0.0499301,0.0544244
4002,,,0.0549642,0.0555847
4002.5,,,0.0566709,0.0534634
4003,,,0.061669,0.0554639
4003.5,,,0.0639811,0.0535901
4004,,,0.0680839,0.0552136
4004.5,,,0.0715603,0.0542009
4005,,,0.0750061,0.0548553
4005.5,,,0.0791689,0.0557026
4006,,,0.0821125,0.0552885
4006.5,,,0.0868607,0.0573295
4007,,,0.0896185,0.056252
4007.5,,,0.0950846,0.0590957
4008,,,0.0974876,0.0580239
4008.5,,,0.102513,0.0608426
4009,,,0.106123,0.0605856
4009.5,,,0.110115,0.0622852
4010,,,0.114646,0.0637023
4010.5,,,0.118564,0.0643166
4011,,,0.123615,0.0669254
4011.5,,,0.126629,0.0668914
4012,,,0.132754,0.0706151
4012.5,,,0.135318,0.0703103
4013,,,0.141119,0.0737526
4013.5,,,0.145055,0.0743594
4014,,,0.150142,0.0773231
4014.5,,,0.154637,0.0790785
4015,,,0.158794,0.0808534
4015.5,,,0.164637,0.0841854
4016,,,0.168278,0.0851022
4016.5,,,0.17422,0.0894288
4017,,,0.178094,0.0899456
4017.5,,,0.183976,0.0945129
4018,,,0.18834,0.0951903
4018.5,,,0.194003,0.0994295
4019,,,0.199038,0.101719
4019.5,,,0.203697,0.104567
4020,,,0.209274,0.108444
4020.5,,,0.213978,0.110319
4021,,,0.220314,0.114894
4021.5,,,0.224599,0.11659
4022,,,0.230956,0.121749
4022.5,,,0.235732,0.123367
4023,,,0.241755,0.128533
4023.5,,,0.246989,0.130983
4024,,,0.25238,0.134808
4024.5,,,0.258327,0.138873
4025,,,0.263372,0.141837
4025.5,,,0.269737,0.146789
4026,,,0.274565,0.148828
4026.5,,,0.281358,0.154991
4027,,,0.286266,0.156823
4027.5,,,0.29241,0.162547
4028,,,0.298061,0.165376
4028.5,,,0.303546,0.170086
4029,,,0.309868,0.174254
4029.5,,,0.314867,0.17747
4030,,,0.32137,0.183185
4030.5,,,0.326202,0.185728
4031,,,0.33293,0.191711
4031.5,,,0.337845,0.194216
4032,,,0.344127,0.200434
4032.5,,,0.349551,0.203214
4033,,,0.355322,0.208693
4033.5,,,0.361148,0.212967
4034,,,0.366264,0.216963
4034.5,,,0.372258,0.222504
4035,,,0.377091,0.225499
4035.5,,,0.383434,0.231472
4036,,,0.388124,0.234741
4036.5,,,0.393928,0.240717
4037,,,0.399273,0.244144
4037.5,,,0.404352,0.249733
4038,,,0.410212,0.254137
4038.5,,,0.414354,0.258268
4039,,,0.420417,0.263703
4039.5,,,0.424593,0.267414
4040,,,0.430283,0.273435
4040.5,,,0.434606,0.276713
4041,,,0.43987,0.282909
4041.5,,,0.444628,0.286308
4042,,,0.449272,0.291939
4042.5,,,0.454433,0.296328
4043,,,0.458107,0.300796
4043.5,,,0.463327,0.306048
4044,,,0.467072,0.309754
4044.5,,,0.472168,0.315737
4045,,,0.475875,0.319055
4045.5,,,0.480563,0.325157
4046,,,0.484694,0.328574
4046.5,,,0.488445,0.333915
4047,,,0.492725,0.338239
4047.5,,,0.495975,0.342881
4048,,,0.500488,0.347907
4048.5,,,0.503389,0.351531
4049,,,0.50768,0.357508
4049.5,,,0.510855,0.360841
4050,,,0.514434,0.366644
4050.5,,,0.517929,0.370348
4051,,,0.520779,0.375729
4051.5,,,0.524484,0.379821
4052,,,0.526701,0.384727
4052.5,,,0.530586,0.389976
4053,,,0.532381,0.394147
4053.5,,,0.53606,0.399718
4054,,,0.538285,0.403672
4054.5,,,0.54111,0.409318
4055,,,0.543591,0.413502
4055.5,,,0.545743,0.419179
4056,,,0.548699,0.423766
4056.5,,,0.550219,0.428537
4057,,,0.553439,0.433564
4057.5,,,0.554466,0.437933
4058,,,0.557296,0.444082
4058.5,,,0.558749,0.447614
4059,,,0.561074,0.453436
4059.5,,,0.562829,0.457946
4060,,,0.564437,0.46308
4060.5,,,0.566504,0.467935
4061,,,0.567602,0.472553
4061.5,,,0.57003,0.478175
4062,,,0.570444,0.482179
4062.5,,,0.572754,0.487887
4063,,,0.573302,0.491648
4063.5,,,0.575078,0.497208
4064,,,0.576008,0.50127
4064.5,,,0.57693,0.5064
4065,,,0.57817,0.510751
4065.5,,,0.578327,0.515354
4066,,,0.579952,0.520287
4066.5,,,0.579374,0.524168
4067,,,0.580959,0.529415
4067.5,,,0.580287,0.533288
4068,,,0.581178,0.538217
4068.5,,,0.581055,0.541882
4069,,,0.580967,0.546406
4069.5,,,0.581039,0.550417
4070,,,0.580341,0.55462
4070.5,,,0.580704,0.558983
4071,,,0.579146,0.562548
4071.5,,,0.579414,0.566994
4072,,,0.57781,0.570209
4072.5,,,0.577776,0.574719
4073,,,0.575958,0.577699
4073.5,,,0.575174,0.581781
4074,,,0.573759,0.585027
4074.5,,,0.571989,0.588374
4075,,,0.571175,0.592171
4075.5,,,0.568585,0.594682
4076,,,0.567784,0.59855
4076.5,,,0.564961,0.600736
4077,,,0.563835,0.604085
4077.5,,,0.560571,0.606274
4078,,,0.559165,0.609308
4078.5,,,0.556273,0.611309
4079,,,0.553905,0.613852
4079.5,,,0.551865,0.616069
4080,,,0.548554,0.617789
4080.5,,,0.5468,0.620112
4081,,,0.542846,0.621168
4081.5,,,0.540934,0.62335
4082,,,0.536849,0.623828
4082.5,,,0.534937,0.626021
4083,,,0.530894,0.626345
4083.5,,,0.528061,0.627585
4084,,,0.524548,0.628468
4084.5,,,0.52054,0.628631
4085,,,0.51807,0.629616
4085.5,,,0.513237,0.62913
4086,,,0.510398,0.630006
4086.5,,,0.505519,0.628883
4087,,,0.502459,0.629682
4087.5,,,0.497503,0.628146
4088,,,0.494235,0.628061
4088.5,,,0.489511,0.627089
4089,,,0.484902,0.626247
4089.5,,,0.481186,0.625595
4090,,,0.475641,0.623911
4090.5,,,0.47212,0.623609
4091,,,0.466149,0.621671
4091.5,,,0.462657,0.621928
4092,,,0.456908,0.620022
4092.5,,,0.45273,0.620087
4093,,,0.447171,0.618555
4093.5,,,0.442205,0.617508
4094,,,0.437423,0.616215
4094.5,,,0.43156,0.61426
4095,,,0.427139,0.613654
4095.5,,,0.420831,0.611205
4096,,,0.416537,0.610378
4096.5,,,0.41014,0.607684
4097,,,0.406059,0.607024
4097.5,,,0.399549,0.60421
4098,,,0.394484,0.602262
4098.5,,,0.388863,0.600447
4099,,,0.383103,0.597857
4099.5,,,0.378458,0.596181
4100,,,0.371365,0.592606
4100.5,,,0.367402,0.591299
4101,,,0.360323,0.5875
4101.5,,,0.356163,0.586157
4102,,,0.349148,0.582141
4102.5,,,0.344577,0.579848
4103,,,0.338755,0.576672
4103.5,,,0.332958,0.573363
4104,,,0.328003,0.570529
4104.5,,,0.321432,0.566482
4105,,,0.31724,0.564329
4105.5,,,0.310211,0.559704
4106,,,0.306494,0.557425
4106.5,,,0.299506,0.552682
4107,,,0.295399,0.550121
4107.5,,,0.289555,0.545786
4108,,,0.284254,0.542136
4108.5,,,0.279439,0.538729
4109,,,0.27321,0.534054
4109.5,,,0.26984,0.531495
4110,,,0.262954,0.526082
4110.5,,,0.259731,0.524131
4111,,,0.253048,0.518517
4111.5,,,0.249578,0.516005
4112,,,0.244035,0.511274
4112.5,,,0.239767,0.508062
4113,,,0.235043,0.504096
4113.5,,,0.229726,0.499851
4114,,,0.22647,0.497199
4114.5,,,0.220495,0.492182
4115,,,0.21807,0.490214
4115.5,,,0.211922,0.484921
4116,,,0.209245,0.48311
4116.5,,,0.203889,0.478419
4117,,,0.200486,0.475585
4117.5,,,0.195988,0.472116
4118,,,0.191514,0.468441
4118.5,,,0.188466,0.4661
4119,,,0.183056,0.461765
4119.5,,,0.180907,0.460408
4120,,,0.175361,0.455378
4120.5,,,0.173118,0.454483
4121,,,0.167891,0.45004
4121.5,,,0.165042,0.448378
4122,,,0.160795,0.445171
4122.5,,,0.156806,0.442037
4123,,,0.154176,0.44029
4123.5,,,0.149073,0.436027
4124,,,0.147222,0.4352
4124.5,,,0.141292,0.430447
4125,,,0.140384,0.430021
4125.5,,,0.134501,0.425238
4126,,,0.132692,0.424114
4126.5,,,0.128321,0.420898
4127,,,0.124911,0.418114
4127.5,,,0.122144,0.415959
4128,,,0.117641,0.412072
4128.5,,,0.115855,0.411015
4129,,,0.110131,0.406132
4129.5,,,0.109564,0.40562
4130,,,0.103863,0.400636
4130.5,,,0.102465,0.399542
4131,,,0.098248,0.395259
4131.5,,,0.0949858,0.392959
